id,name,city,dept,score
8744,S00089,Pune,EEE,85
8707,S00090,Mumbai,ME,98
8670,S00091,Jaipur,CE,60
8633,S00092,Noida,CSE,73
8596,S00093,Indore,EEE,86
8559,S00094,Bhopal,ME,99
8522,S00095,Nagpur,CE,61
8485,S00096,Delhi,CSE,74
8448,S00097,Pune,EEE,87
8411,S00098,Mumbai,ME,100
8374,S00099,Jaipur,CE,62
8337,S00100,Noida,CSE,75
8300,S00101,Indore,EEE,88
8263,S00102,Bhopal,ME,50
8226,S00103,Nagpur,CE,63
8189,S00104,Delhi,CSE,76
8152,S00105,Pune,EEE,89
8115,S00106,Mumbai,ME,51
8078,S00107,Jaipur,CE,64
8041,S00108,Noida,CSE,77
8004,S00109,Indore,EEE,90
7967,S00110,Bhopal,ME,52
7930,S00111,Nagpur,CE,65
7893,S00112,Delhi,CSE,78
7856,S00113,Pune,EEE,91
7819,S00114,Mumbai,ME,53
7782,S00115,Jaipur,CE,66
7745,S00116,Noida,CSE,79
7708,S00117,Indore,EEE,92
7671,S00118,Bhopal,ME,54
7634,S00119,Nagpur,CE,67
7597,S00120,Delhi,CSE,80
7560,S00121,Pune,EEE,93
7523,S00122,Mumbai,ME,55
7486,S00123,Jaipur,CE,68
7449,S00124,Noida,CSE,81
7412,S00125,Indore,EEE,94
7375,S00126,Bhopal,ME,56
7338,S00127,Nagpur,CE,69
7301,S00128,Delhi,CSE,82
7264,S00129,Pune,EEE,95
7227,S00130,Mumbai,ME,57
7190,S00131,Jaipur,CE,70
7153,S00132,Noida,CSE,83
7116,S00133,Indore,EEE,96
7079,S00134,Bhopal,ME,58
7042,S00135,Nagpur,CE,71
7005,S00136,Delhi,CSE,84
6968,S00137,Pune,EEE,97
6931,S00138,Mumbai,ME,59
6894,S00139,Jaipur,CE,72
6857,S00140,Noida,CSE,85
6820,S00141,Indore,EEE,98
6783,S00142,Bhopal,ME,60
6746,S00143,Nagpur,CE,73
6709,S00144,Delhi,CSE,86
6672,S00145,Pune,EEE,99
6635,S00146,Mumbai,ME,61
6598,S00147,Jaipur,CE,74
6561,S00148,Noida,CSE,87
6524,S00149,Indore,EEE,100
6487,S00150,Bhopal,ME,62
6450,S00151,Nagpur,CE,75
6413,S00152,Delhi,CSE,88
6376,S00153,Pune,EEE,50
6339,S00154,Mumbai,ME,63
6302,S00155,Jaipur,CE,76
6265,S00156,Noida,CSE,89
6228,S00157,Indore,EEE,51
6191,S00158,Bhopal,ME,64
6154,S00159,Nagpur,CE,77
6117,S00160,Delhi,CSE,90
6080,S00161,Pune,EEE,52
6043,S00162,Mumbai,ME,65
6006,S00163,Jaipur,CE,78
5969,S00164,Noida,CSE,91
5932,S00165,Indore,EEE,53
5895,S00166,Bhopal,ME,66
5858,S00167,Nagpur,CE,79
5821,S00168,Delhi,CSE,92
5784,S00169,Pune,EEE,54
5747,S00170,Mumbai,ME,67
5710,S00171,Jaipur,CE,80
5673,S00172,Noida,CSE,93
5636,S00173,Indore,EEE,55
5599,S00174,Bhopal,ME,68
5562,S00175,Nagpur,CE,81
5525,S00176,Delhi,CSE,94
5488,S00177,Pune,EEE,56
5451,S00178,Mumbai,ME,69
5414,S00179,Jaipur,CE,82
5377,S00180,Noida,CSE,95
5340,S00181,Indore,EEE,57
5303,S00182,Bhopal,ME,70
5266,S00183,Nagpur,CE,83
5229,S00184,Delhi,CSE,96
5192,S00185,Pune,EEE,58
5155,S00186,Mumbai,ME,71
5118,S00187,Jaipur,CE,84
5081,S00188,Noida,CSE,97
5044,S00189,Indore,EEE,59
5007,S00190,Bhopal,ME,72
4970,S00191,Nagpur,CE,85
4933,S00192,Delhi,CSE,98
4896,S00193,Pune,EEE,60
4859,S00194,Mumbai,ME,73
4822,S00195,Jaipur,CE,86
4785,S00196,Noida,CSE,99
4748,S00197,Indore,EEE,61
4711,S00198,Bhopal,ME,74
4674,S00199,Nagpur,CE,87
4637,S00200,Delhi,CSE,100
4600,S00201,Pune,EEE,62
4563,S00202,Mumbai,ME,75
4526,S00203,Jaipur,CE,88
4489,S00204,Noida,CSE,50
4452,S00205,Indore,EEE,63
4415,S00206,Bhopal,ME,76
4378,S00207,Nagpur,CE,89
4341,S00208,Delhi,CSE,51
4304,S00209,Pune,EEE,64
4267,S00210,Mumbai,ME,77
4230,S00211,Jaipur,CE,90
4193,S00212,Noida,CSE,52
4156,S00213,Indore,EEE,65
4119,S00214,Bhopal,ME,78
4082,S00215,Nagpur,CE,91
4045,S00216,Delhi,CSE,53
4008,S00217,Pune,EEE,66
3971,S00218,Mumbai,ME,79
3934,S00219,Jaipur,CE,92
3897,S00220,Noida,CSE,54
3860,S00221,Indore,EEE,67
3823,S00222,Bhopal,ME,80
3786,S00223,Nagpur,CE,93
3749,S00224,Delhi,CSE,55
3712,S00225,Pune,EEE,68
3675,S00226,Mumbai,ME,81
3638,S00227,Jaipur,CE,94
3601,S00228,Noida,CSE,56
3564,S00229,Indore,EEE,69
3527,S00230,Bhopal,ME,82
3490,S00231,Nagpur,CE,95
3453,S00232,Delhi,CSE,57
3416,S00233,Pune,EEE,70
3379,S00234,Mumbai,ME,83
3342,S00235,Jaipur,CE,96
3305,S00236,Noida,CSE,58
3268,S00237,Indore,EEE,71
3231,S00238,Bhopal,ME,84
3194,S00239,Nagpur,CE,97
3157,S00240,Delhi,CSE,59
3120,S00241,Pune,EEE,72
3083,S00242,Mumbai,ME,85
3046,S00243,Jaipur,CE,98
3009,S00244,Noida,CSE,60
2972,S00245,Indore,EEE,73
2935,S00246,Bhopal,ME,86
2898,S00247,Nagpur,CE,99
2861,S00248,Delhi,CSE,61
2824,S00249,Pune,EEE,74
2787,S00250,Mumbai,ME,87
2750,S00251,Jaipur,CE,100
2713,S00252,Noida,CSE,62
2676,S00253,Indore,EEE,75
2639,S00254,Bhopal,ME,88
2602,S00255,Nagpur,CE,50
2565,S00256,Delhi,CSE,63
2528,S00257,Pune,EEE,76
2491,S00258,Mumbai,ME,89
2454,S00259,Jaipur,CE,51
2417,S00260,Noida,CSE,64
2380,S00261,Indore,EEE,77
2343,S00262,Bhopal,ME,90
2306,S00263,Nagpur,CE,52
2269,S00264,Delhi,CSE,65
2232,S00265,Pune,EEE,78
2195,S00266,Mumbai,ME,91
2158,S00267,Jaipur,CE,53
2121,S00268,Noida,CSE,66
2084,S00269,Indore,EEE,79
2047,S00270,Bhopal,ME,92
2010,S00271,Nagpur,CE,54
1973,S00272,Delhi,CSE,67
1936,S00273,Pune,EEE,80
1899,S00274,Mumbai,ME,93
1862,S00275,Jaipur,CE,55
1825,S00276,Noida,CSE,68
1788,S00277,Indore,EEE,81
1751,S00278,Bhopal,ME,94
1714,S00279,Nagpur,CE,56
1677,S00280,Delhi,CSE,69
1640,S00281,Pune,EEE,82
1603,S00282,Mumbai,ME,95
1566,S00283,Jaipur,CE,57
1529,S00284,Noida,CSE,70
1492,S00285,Indore,EEE,83
1455,S00286,Bhopal,ME,96
1418,S00287,Nagpur,CE,58
1381,S00288,Delhi,CSE,71
1344,S00289,Pune,EEE,84
1307,S00290,Mumbai,ME,97
1270,S00291,Jaipur,CE,59
1233,S00292,Noida,CSE,72
1196,S00293,Indore,EEE,85
1159,S00294,Bhopal,ME,98
1122,S00295,Nagpur,CE,60
1085,S00296,Delhi,CSE,73
1048,S00297,Pune,EEE,86
1011,S00298,Mumbai,ME,99
974,S00299,Jaipur,CE,61
937,S00300,Noida,CSE,74
900,S00301,Indore,EEE,87
863,S00302,Bhopal,ME,100
826,S00303,Nagpur,CE,62
789,S00304,Delhi,CSE,75
752,S00305,Pune,EEE,88
715,S00306,Mumbai,ME,50
678,S00307,Jaipur,CE,63
641,S00308,Noida,CSE,76
604,S00309,Indore,EEE,89
567,S00310,Bhopal,ME,51
530,S00311,Nagpur,CE,64
493,S00312,Delhi,CSE,77
456,S00313,Pune,EEE,90
419,S00314,Mumbai,ME,52
382,S00315,Jaipur,CE,65
345,S00316,Noida,CSE,78
308,S00317,Indore,EEE,91
271,S00318,Bhopal,ME,53
234,S00319,Nagpur,CE,66
197,S00320,Delhi,CSE,79
160,S00321,Pune,EEE,92
123,S00322,Mumbai,ME,54
86,S00323,Jaipur,CE,67
49,S00324,Noida,CSE,80
12,S00325,Indore,EEE,93
19975,S00326,Bhopal,ME,55
19938,S00327,Nagpur,CE,68
19901,S00328,Delhi,CSE,81
19864,S00329,Pune,EEE,94
19827,S00330,Mumbai,ME,56
19790,S00331,Jaipur,CE,69
19753,S00332,Noida,CSE,82
19716,S00333,Indore,EEE,95
19679,S00334,Bhopal,ME,57
19642,S00335,Nagpur,CE,70
19605,S00336,Delhi,CSE,83
19568,S00337,Pune,EEE,96
19531,S00338,Mumbai,ME,58
19494,S00339,Jaipur,CE,71
19457,S00340,Noida,CSE,84
19420,S00341,Indore,EEE,97
19383,S00342,Bhopal,ME,59
19346,S00343,Nagpur,CE,72
19309,S00344,Delhi,CSE,85
19272,S00345,Pune,EEE,98
19235,S00346,Mumbai,ME,60
19198,S00347,Jaipur,CE,73
19161,S00348,Noida,CSE,86
19124,S00349,Indore,EEE,99
19087,S00350,Bhopal,ME,61
19050,S00351,Nagpur,CE,74
19013,S00352,Delhi,CSE,87
18976,S00353,Pune,EEE,100
18939,S00354,Mumbai,ME,62
18902,S00355,Jaipur,CE,75
18865,S00356,Noida,CSE,88
18828,S00357,Indore,EEE,50
18791,S00358,Bhopal,ME,63
18754,S00359,Nagpur,CE,76
18717,S00360,Delhi,CSE,89
18680,S00361,Pune,EEE,51
18643,S00362,Mumbai,ME,64
18606,S00363,Jaipur,CE,77
18569,S00364,Noida,CSE,90
18532,S00365,Indore,EEE,52
18495,S00366,Bhopal,ME,65
18458,S00367,Nagpur,CE,78
18421,S00368,Delhi,CSE,91
18384,S00369,Pune,EEE,53
18347,S00370,Mumbai,ME,66
18310,S00371,Jaipur,CE,79
18273,S00372,Noida,CSE,92
18236,S00373,Indore,EEE,54
18199,S00374,Bhopal,ME,67
18162,S00375,Nagpur,CE,80
18125,S00376,Delhi,CSE,93
18088,S00377,Pune,EEE,55
18051,S00378,Mumbai,ME,68
18014,S00379,Jaipur,CE,81
17977,S00380,Noida,CSE,94
17940,S00381,Indore,EEE,56
17903,S00382,Bhopal,ME,69
17866,S00383,Nagpur,CE,82
17829,S00384,Delhi,CSE,95
17792,S00385,Pune,EEE,57
17755,S00386,Mumbai,ME,70
17718,S00387,Jaipur,CE,83
17681,S00388,Noida,CSE,96
17644,S00389,Indore,EEE,58
17607,S00390,Bhopal,ME,71
17570,S00391,Nagpur,CE,84
17533,S00392,Delhi,CSE,97
17496,S00393,Pune,EEE,59
17459,S00394,Mumbai,ME,72
17422,S00395,Jaipur,CE,85
17385,S00396,Noida,CSE,98
17348,S00397,Indore,EEE,60
17311,S00398,Bhopal,ME,73
17274,S00399,Nagpur,CE,86
17237,S00400,Delhi,CSE,99
17200,S00401,Pune,EEE,61
17163,S00402,Mumbai,ME,74
17126,S00403,Jaipur,CE,87
17089,S00404,Noida,CSE,100
17052,S00405,Indore,EEE,62
17015,S00406,Bhopal,ME,75
16978,S00407,Nagpur,CE,88
16941,S00408,Delhi,CSE,50
16904,S00409,Pune,EEE,63
16867,S00410,Mumbai,ME,76
16830,S00411,Jaipur,CE,89
16793,S00412,Noida,CSE,51
16756,S00413,Indore,EEE,64
16719,S00414,Bhopal,ME,77
16682,S00415,Nagpur,CE,90
16645,S00416,Delhi,CSE,52
16608,S00417,Pune,EEE,65
16571,S00418,Mumbai,ME,78
16534,S00419,Jaipur,CE,91
16497,S00420,Noida,CSE,53
16460,S00421,Indore,EEE,66
16423,S00422,Bhopal,ME,79
16386,S00423,Nagpur,CE,92
16349,S00424,Delhi,CSE,54
16312,S00425,Pune,EEE,67
16275,S00426,Mumbai,ME,80
16238,S00427,Jaipur,CE,93
16201,S00428,Noida,CSE,55
16164,S00429,Indore,EEE,68
16127,S00430,Bhopal,ME,81
16090,S00431,Nagpur,CE,94
16053,S00432,Delhi,CSE,56
16016,S00433,Pune,EEE,69
15979,S00434,Mumbai,ME,82
15942,S00435,Jaipur,CE,95
15905,S00436,Noida,CSE,57
15868,S00437,Indore,EEE,70
15831,S00438,Bhopal,ME,83
15794,S00439,Nagpur,CE,96
15757,S00440,Delhi,CSE,58
15720,S00441,Pune,EEE,71
15683,S00442,Mumbai,ME,84
15646,S00443,Jaipur,CE,97
15609,S00444,Noida,CSE,59
15572,S00445,Indore,EEE,72
15535,S00446,Bhopal,ME,85
15498,S00447,Nagpur,CE,98
15461,S00448,Delhi,CSE,60
15424,S00449,Pune,EEE,73
15387,S00450,Mumbai,ME,86
15350,S00451,Jaipur,CE,99
15313,S00452,Noida,CSE,61
15276,S00453,Indore,EEE,74
15239,S00454,Bhopal,ME,87
15202,S00455,Nagpur,CE,100
15165,S00456,Delhi,CSE,62
15128,S00457,Pune,EEE,75
15091,S00458,Mumbai,ME,88
15054,S00459,Jaipur,CE,50
15017,S00460,Noida,CSE,63
14980,S00461,Indore,EEE,76
14943,S00462,Bhopal,ME,89
14906,S00463,Nagpur,CE,51
14869,S00464,Delhi,CSE,64
14832,S00465,Pune,EEE,77
14795,S00466,Mumbai,ME,90
14758,S00467,Jaipur,CE,52
14721,S00468,Noida,CSE,65
14684,S00469,Indore,EEE,78
14647,S00470,Bhopal,ME,91
14610,S00471,Nagpur,CE,53
14573,S00472,Delhi,CSE,66
14536,S00473,Pune,EEE,79
14499,S00474,Mumbai,ME,92
14462,S00475,Jaipur,CE,54
14425,S00476,Noida,CSE,67
14388,S00477,Indore,EEE,80
14351,S00478,Bhopal,ME,93
14314,S00479,Nagpur,CE,55
14277,S00480,Delhi,CSE,68
14240,S00481,Pune,EEE,81
14203,S00482,Mumbai,ME,94
14166,S00483,Jaipur,CE,56
14129,S00484,Noida,CSE,69
14092,S00485,Indore,EEE,82
14055,S00486,Bhopal,ME,95
14018,S00487,Nagpur,CE,57
13981,S00488,Delhi,CSE,70
13944,S00489,Pune,EEE,83
13907,S00490,Mumbai,ME,96
13870,S00491,Jaipur,CE,58
13833,S00492,Noida,CSE,71
13796,S00493,Indore,EEE,84
13759,S00494,Bhopal,ME,97
13722,S00495,Nagpur,CE,59
13685,S00496,Delhi,CSE,72
13648,S00497,Pune,EEE,85
13611,S00498,Mumbai,ME,98
13574,S00499,Jaipur,CE,60
13537,S00500,Noida,CSE,73
13500,S00501,Indore,EEE,86
13463,S00502,Bhopal,ME,99
13426,S00503,Nagpur,CE,61
13389,S00504,Delhi,CSE,74
13352,S00505,Pune,EEE,87
13315,S00506,Mumbai,ME,100
13278,S00507,Jaipur,CE,62
13241,S00508,Noida,CSE,75
13204,S00509,Indore,EEE,88
13167,S00510,Bhopal,ME,50
13130,S00511,Nagpur,CE,63
13093,S00512,Delhi,CSE,76
13056,S00513,Pune,EEE,89
13019,S00514,Mumbai,ME,51
12982,S00515,Jaipur,CE,64
12945,S00516,Noida,CSE,77
12908,S00517,Indore,EEE,90
12871,S00518,Bhopal,ME,52
12834,S00519,Nagpur,CE,65
12797,S00520,Delhi,CSE,78
12760,S00521,Pune,EEE,91
12723,S00522,Mumbai,ME,53
12686,S00523,Jaipur,CE,66
12649,S00524,Noida,CSE,79
12612,S00525,Indore,EEE,92
12575,S00526,Bhopal,ME,54
12538,S00527,Nagpur,CE,67
12501,S00528,Delhi,CSE,80
12464,S00529,Pune,EEE,93
12427,S00530,Mumbai,ME,55
12390,S00531,Jaipur,CE,68
12353,S00532,Noida,CSE,81
12316,S00533,Indore,EEE,94
12279,S00534,Bhopal,ME,56
12242,S00535,Nagpur,CE,69
12205,S00536,Delhi,CSE,82
12168,S00537,Pune,EEE,95
12131,S00538,Mumbai,ME,57
12094,S00539,Jaipur,CE,70
12057,S00540,Noida,CSE,83
12020,S00541,Indore,EEE,96
11983,S00542,Bhopal,ME,58
11946,S00543,Nagpur,CE,71
11909,S00544,Delhi,CSE,84
11872,S00545,Pune,EEE,97
11835,S00546,Mumbai,ME,59
11798,S00547,Jaipur,CE,72
11761,S00548,Noida,CSE,85
11724,S00549,Indore,EEE,98
11687,S00550,Bhopal,ME,60
11650,S00551,Nagpur,CE,73
11613,S00552,Delhi,CSE,86
11576,S00553,Pune,EEE,99
11539,S00554,Mumbai,ME,61
11502,S00555,Jaipur,CE,74
11465,S00556,Noida,CSE,87
11428,S00557,Indore,EEE,100
11391,S00558,Bhopal,ME,62
11354,S00559,Nagpur,CE,75
11317,S00560,Delhi,CSE,88
11280,S00561,Pune,EEE,50
11243,S00562,Mumbai,ME,63
11206,S00563,Jaipur,CE,76
11169,S00564,Noida,CSE,89
11132,S00565,Indore,EEE,51
11095,S00566,Bhopal,ME,64
11058,S00567,Nagpur,CE,77
11021,S00568,Delhi,CSE,90
10984,S00569,Pune,EEE,52
10947,S00570,Mumbai,ME,65
10910,S00571,Jaipur,CE,78
10873,S00572,Noida,CSE,91
10836,S00573,Indore,EEE,53
10799,S00574,Bhopal,ME,66
10762,S00575,Nagpur,CE,79
10725,S00576,Delhi,CSE,92
10688,S00577,Pune,EEE,54
10651,S00578,Mumbai,ME,67
10614,S00579,Jaipur,CE,80
10577,S00580,Noida,CSE,93
10540,S00581,Indore,EEE,55
10503,S00582,Bhopal,ME,68
10466,S00583,Nagpur,CE,81
10429,S00584,Delhi,CSE,94
10392,S00585,Pune,EEE,56
10355,S00586,Mumbai,ME,69
10318,S00587,Jaipur,CE,82
10281,S00588,Noida,CSE,95
10244,S00589,Indore,EEE,57
10207,S00590,Bhopal,ME,70
10170,S00591,Nagpur,CE,83
10133,S00592,Delhi,CSE,96
10096,S00593,Pune,EEE,58
10059,S00594,Mumbai,ME,71
10022,S00595,Jaipur,CE,84
9985,S00596,Noida,CSE,97
9948,S00597,Indore,EEE,59
9911,S00598,Bhopal,ME,72
9874,S00599,Nagpur,CE,85
9837,S00600,Delhi,CSE,98
9800,S00601,Pune,EEE,60
9763,S00602,Mumbai,ME,73
9726,S00603,Jaipur,CE,86
9689,S00604,Noida,CSE,99
9652,S00605,Indore,EEE,61
9615,S00606,Bhopal,ME,74
9578,S00607,Nagpur,CE,87
9541,S00608,Delhi,CSE,100
9504,S00609,Pune,EEE,62
9467,S00610,Mumbai,ME,75
9430,S00611,Jaipur,CE,88
9393,S00612,Noida,CSE,50
9356,S00613,Indore,EEE,63
9319,S00614,Bhopal,ME,76
9282,S00615,Nagpur,CE,89
9245,S00616,Delhi,CSE,51
9208,S00617,Pune,EEE,64
9171,S00618,Mumbai,ME,77
9134,S00619,Jaipur,CE,90
9097,S00620,Noida,CSE,52
9060,S00621,Indore,EEE,65
9023,S00622,Bhopal,ME,78
8986,S00623,Nagpur,CE,91
8949,S00624,Delhi,CSE,53
8912,S00625,Pune,EEE,66
8875,S00626,Mumbai,ME,79
8838,S00627,Jaipur,CE,92
8801,S00628,Noida,CSE,54
8764,S00629,Indore,EEE,67
8727,S00630,Bhopal,ME,80
8690,S00631,Nagpur,CE,93
8653,S00632,Delhi,CSE,55
8616,S00633,Pune,EEE,68
8579,S00634,Mumbai,ME,81
8542,S00635,Jaipur,CE,94
8505,S00636,Noida,CSE,56
8468,S00637,Indore,EEE,69
8431,S00638,Bhopal,ME,82
8394,S00639,Nagpur,CE,95
8357,S00640,Delhi,CSE,57
8320,S00641,Pune,EEE,70
8283,S00642,Mumbai,ME,83
8246,S00643,Jaipur,CE,96
8209,S00644,Noida,CSE,58
8172,S00645,Indore,EEE,71
8135,S00646,Bhopal,ME,84
8098,S00647,Nagpur,CE,97
8061,S00648,Delhi,CSE,59
8024,S00649,Pune,EEE,72
7987,S00650,Mumbai,ME,85
7950,S00651,Jaipur,CE,98
7913,S00652,Noida,CSE,60
7876,S00653,Indore,EEE,73
7839,S00654,Bhopal,ME,86
7802,S00655,Nagpur,CE,99
7765,S00656,Delhi,CSE,61
7728,S00657,Pune,EEE,74
7691,S00658,Mumbai,ME,87
7654,S00659,Jaipur,CE,100
7617,S00660,Noida,CSE,62
7580,S00661,Indore,EEE,75
7543,S00662,Bhopal,ME,88
7506,S00663,Nagpur,CE,50
7469,S00664,Delhi,CSE,63
7432,S00665,Pune,EEE,76
7395,S00666,Mumbai,ME,89
7358,S00667,Jaipur,CE,51
7321,S00668,Noida,CSE,64
7284,S00669,Indore,EEE,77
7247,S00670,Bhopal,ME,90
7210,S00671,Nagpur,CE,52
7173,S00672,Delhi,CSE,65
7136,S00673,Pune,EEE,78
7099,S00674,Mumbai,ME,91
7062,S00675,Jaipur,CE,53
7025,S00676,Noida,CSE,66
6988,S00677,Indore,EEE,79
6951,S00678,Bhopal,ME,92
6914,S00679,Nagpur,CE,54
6877,S00680,Delhi,CSE,67
6840,S00681,Pune,EEE,80
6803,S00682,Mumbai,ME,93
6766,S00683,Jaipur,CE,55
6729,S00684,Noida,CSE,68
6692,S00685,Indore,EEE,81
6655,S00686,Bhopal,ME,94
6618,S00687,Nagpur,CE,56
6581,S00688,Delhi,CSE,69
6544,S00689,Pune,EEE,82
6507,S00690,Mumbai,ME,95
6470,S00691,Jaipur,CE,57
6433,S00692,Noida,CSE,70
6396,S00693,Indore,EEE,83
6359,S00694,Bhopal,ME,96
6322,S00695,Nagpur,CE,58
6285,S00696,Delhi,CSE,71
6248,S00697,Pune,EEE,84
6211,S00698,Mumbai,ME,97
6174,S00699,Jaipur,CE,59
6137,S00700,Noida,CSE,72
6100,S00701,Indore,EEE,85
6063,S00702,Bhopal,ME,98
6026,S00703,Nagpur,CE,60
5989,S00704,Delhi,CSE,73
5952,S00705,Pune,EEE,86
5915,S00706,Mumbai,ME,99
5878,S00707,Jaipur,CE,61
5841,S00708,Noida,CSE,74
5804,S00709,Indore,EEE,87
5767,S00710,Bhopal,ME,100
5730,S00711,Nagpur,CE,62
5693,S00712,Delhi,CSE,75
5656,S00713,Pune,EEE,88
5619,S00714,Mumbai,ME,50
5582,S00715,Jaipur,CE,63
5545,S00716,Noida,CSE,76
5508,S00717,Indore,EEE,89
5471,S00718,Bhopal,ME,51
5434,S00719,Nagpur,CE,64
5397,S00720,Delhi,CSE,77
5360,S00721,Pune,EEE,90
5323,S00722,Mumbai,ME,52
5286,S00723,Jaipur,CE,65
5249,S00724,Noida,CSE,78
5212,S00725,Indore,EEE,91
5175,S00726,Bhopal,ME,53
5138,S00727,Nagpur,CE,66
5101,S00728,Delhi,CSE,79
5064,S00729,Pune,EEE,92
5027,S00730,Mumbai,ME,54
4990,S00731,Jaipur,CE,67
4953,S00732,Noida,CSE,80
4916,S00733,Indore,EEE,93
4879,S00734,Bhopal,ME,55
4842,S00735,Nagpur,CE,68
4805,S00736,Delhi,CSE,81
4768,S00737,Pune,EEE,94
4731,S00738,Mumbai,ME,56
4694,S00739,Jaipur,CE,69
4657,S00740,Noida,CSE,82
4620,S00741,Indore,EEE,95
4583,S00742,Bhopal,ME,57
4546,S00743,Nagpur,CE,70
4509,S00744,Delhi,CSE,83
4472,S00745,Pune,EEE,96
4435,S00746,Mumbai,ME,58
4398,S00747,Jaipur,CE,71
4361,S00748,Noida,CSE,84
4324,S00749,Indore,EEE,97
4287,S00750,Bhopal,ME,59
4250,S00751,Nagpur,CE,72
4213,S00752,Delhi,CSE,85
4176,S00753,Pune,EEE,98
4139,S00754,Mumbai,ME,60
4102,S00755,Jaipur,CE,73
4065,S00756,Noida,CSE,86
4028,S00757,Indore,EEE,99
3991,S00758,Bhopal,ME,61
3954,S00759,Nagpur,CE,74
3917,S00760,Delhi,CSE,87
3880,S00761,Pune,EEE,100
3843,S00762,Mumbai,ME,62
3806,S00763,Jaipur,CE,75
3769,S00764,Noida,CSE,88
3732,S00765,Indore,EEE,50
3695,S00766,Bhopal,ME,63
3658,S00767,Nagpur,CE,76
3621,S00768,Delhi,CSE,89
3584,S00769,Pune,EEE,51
3547,S00770,Mumbai,ME,64
3510,S00771,Jaipur,CE,77
3473,S00772,Noida,CSE,90
3436,S00773,Indore,EEE,52
3399,S00774,Bhopal,ME,65
3362,S00775,Nagpur,CE,78
3325,S00776,Delhi,CSE,91
3288,S00777,Pune,EEE,53
3251,S00778,Mumbai,ME,66
3214,S00779,Jaipur,CE,79
3177,S00780,Noida,CSE,92
3140,S00781,Indore,EEE,54
3103,S00782,Bhopal,ME,67
3066,S00783,Nagpur,CE,80
3029,S00784,Delhi,CSE,93
2992,S00785,Pune,EEE,55
2955,S00786,Mumbai,ME,68
2918,S00787,Jaipur,CE,81
2881,S00788,Noida,CSE,94
2844,S00789,Indore,EEE,56
2807,S00790,Bhopal,ME,69
2770,S00791,Nagpur,CE,82
2733,S00792,Delhi,CSE,95
2696,S00793,Pune,EEE,57
2659,S00794,Mumbai,ME,70
