id,customer_id,region,device,amount_cents,event_ts
228,1462,NA,web,11666,1700005581
229,2972,LATAM,ios,6190,1700003044
230,1993,NA,web,10065,1700004435
231,1209,NA,android,4543,1700003280
232,8287,EU,web,9171,1700006593
233,1550,APAC,ios,13161,1700006189
234,1825,NA,web,10535,1700005674
235,1142,APAC,ios,14916,1700006378
236,1106,EU,android,4413,1700005007
237,1224,NA,android,10814,1700006627
238,2087,EU,web,1164,1700004895
239,4721,LATAM,ios,6591,1700006388
240,1062,MEA,web,5434,1700004323
241,1307,EU,ios,3144,1700004572
242,1505,EU,android,9126,1700003380
243,1056,APAC,ios,9308,1700003286
244,1113,NA,web,14252,1700006360
245,2044,EU,web,5897,1700003748
246,1682,NA,web,4255,1700006211
247,1153,NA,android,9155,1700006094
248,1504,NA,android,23599,1700005075
249,1140,NA,web,13685,1700003882
250,2359,NA,web,16785,1700003818
251,1205,EU,ios,6573,1700005522
252,1101,EU,web,3826,1700004953
253,3306,APAC,web,9944,1700006885
254,3382,APAC,web,8081,1700005361
255,5292,NA,android,3511,1700004732
256,7631,NA,web,6946,1700005584
257,1248,NA,ios,11001,1700005765
258,7093,APAC,ios,1395,1700006805
259,5910,NA,ios,11780,1700005898
260,2020,NA,android,6614,1700005358
261,1214,EU,ios,14826,1700004040
262,1491,EU,web,6467,1700006348
263,1304,EU,android,21082,1700005528
264,1767,NA,web,3950,1700003828
265,1037,MEA,ios,3772,1700007045
266,1290,NA,web,8582,1700003665
267,1256,APAC,web,17383,1700003504
268,3653,APAC,android,2691,1700004982
269,1033,NA,web,1371,1700005079
270,1623,MEA,ios,11753,1700003996
271,1100,MEA,ios,2469,1700005020
272,2638,EU,web,2587,1700004097
273,2369,NA,android,17704,1700004121
274,1316,MEA,android,8214,1700004787
275,1862,EU,ios,6824,1700005520
276,3211,MEA,ios,3576,1700006851
277,4853,EU,web,31407,1700006286
278,2868,APAC,ios,18300,1700004312
279,1670,EU,android,30342,1700004619
280,1023,NA,ios,2259,1700005320
281,1617,APAC,android,9236,1700006543
282,1108,APAC,ios,3414,1700004951
283,8715,EU,ios,5835,1700007232
284,2412,EU,web,13720,1700004701
285,1254,EU,ios,18517,1700006000
286,6498,NA,ios,12493,1700005273
287,4756,APAC,web,5200,1700003903
288,1264,EU,web,11059,1700005706
289,1181,EU,web,13358,1700004204
290,1934,APAC,ios,7959,1700006383
291,1201,EU,ios,2652,1700004346
292,1004,EU,android,19963,1700007393
293,1561,NA,web,17281,1700004051
294,5182,EU,android,1505,1700003974
295,5398,EU,android,23817,1700007407
296,6026,MEA,web,7500,1700006474
297,1717,APAC,ios,5722,1700004650
298,3131,APAC,android,2522,1700003931
299,2510,APAC,web,18842,1700007393
300,2019,NA,web,5167,1700004290
301,1152,NA,web,2936,1700004877
302,1505,EU,ios,3899,1700004997
303,2078,NA,web,9159,1700005599
304,2224,EU,android,25601,1700005457
305,1931,NA,android,4042,1700006446
306,1381,APAC,android,49607,1700006764
307,2637,NA,ios,5052,1700004243
308,3378,EU,web,14542,1700007503
309,1660,EU,web,3163,1700006107
310,1502,EU,ios,4943,1700005292
311,2426,APAC,ios,2779,1700004228
312,1463,NA,android,13088,1700005989
313,1023,APAC,android,3626,1700006714
314,9860,EU,android,1120,1700005628
315,1384,EU,ios,15357,1700005519
316,1091,NA,android,23362,1700007527
317,1003,APAC,ios,2333,1700006299
318,1390,NA,web,3075,1700007718
319,2437,LATAM,web,3913,1700004991
320,1050,APAC,android,8666,1700005162
321,2536,NA,android,5475,1700004404
322,1110,EU,android,30389,1700007538
323,1306,APAC,web,4665,1700005429
324,1249,APAC,web,8263,1700006992
325,1469,LATAM,ios,5224,1700007443
326,1670,NA,web,11129,1700006441
327,1557,APAC,android,14422,1700004487
328,1769,NA,ios,3162,1700006106
329,3653,APAC,ios,3469,1700007855
330,1054,APAC,web,20862,1700005145
331,4073,NA,android,2441,1700006564
332,1307,APAC,web,3560,1700005789
333,1643,MEA,ios,6637,1700007768
334,1306,NA,android,3422,1700007378
335,1115,NA,web,8225,1700005910
336,1790,LATAM,web,2783,1700007494
337,3283,APAC,web,6553,1700007331
338,1726,NA,android,8390,1700004592
339,2710,NA,android,2824,1700004444
340,1186,EU,android,6203,1700006399
341,2102,APAC,ios,5801,1700005607
342,1012,APAC,android,29391,1700004884
343,5614,EU,web,7007,1700005910
344,1240,EU,ios,5173,1700007327
345,1194,APAC,android,43173,1700007596
346,1023,EU,ios,5273,1700007376
347,1139,APAC,ios,6666,1700008025
348,12340,NA,android,13233,1700007327
349,6001,NA,android,27381,1700005825
350,1011,APAC,android,3931,1700004865
351,1278,APAC,ios,8375,1700006777
352,1321,MEA,android,10551,1700006627
353,2570,NA,web,5122,1700007067
354,2748,APAC,web,21359,1700005721
355,2874,EU,web,6040,1700005375
356,2193,EU,android,8747,1700007548
357,1055,APAC,web,3741,1700006236
358,1301,NA,web,4199,1700005421
359,1476,NA,web,7987,1700006937
360,1070,EU,web,8343,1700006268
361,2834,MEA,web,14666,1700006827
362,1137,NA,ios,5384,1700004965
363,1135,APAC,web,4069,1700005729
364,2412,EU,web,6556,1700004759
365,7768,APAC,web,3371,1700006116
366,1475,EU,web,27907,1700007228
367,7611,MEA,android,3400,1700005964
368,2499,NA,android,12720,1700006279
369,1087,EU,ios,8492,1700007050
370,1019,APAC,web,727,1700008282
371,2990,EU,web,5039,1700007520
372,1123,EU,ios,5511,1700007220
373,1424,APAC,ios,7581,1700008087
374,10839,EU,android,35022,1700005309
375,2747,APAC,web,9724,1700007517
376,2183,MEA,web,3563,1700004931
377,1075,EU,ios,1223,1700005806
378,1503,EU,ios,3187,1700006326
379,66048,LATAM,web,6421,1700008332
380,7016,EU,web,2984,1700006918
381,1344,NA,android,6163,1700005045
382,3687,NA,android,13531,1700005965
383,1650,EU,ios,7517,1700008246
384,1431,EU,web,1719,1700007507
385,4395,NA,web,5817,1700006145
386,2619,EU,web,3255,1700008551
387,1590,EU,web,19013,1700005498
388,1343,APAC,android,26886,1700006262
389,5645,NA,web,10196,1700005536
390,1150,EU,web,12279,1700006641
391,1462,LATAM,android,6378,1700005792
392,1748,NA,web,6545,1700005315
393,3990,NA,web,25816,1700007409
394,1626,EU,android,6506,1700007123
395,1135,NA,web,10936,1700006055
396,1703,APAC,android,2594,1700007399
397,1638,EU,android,7773,1700007381
398,3296,MEA,web,11588,1700006601
399,3924,APAC,android,1209,1700007686
400,1996,NA,web,3662,1700005443
401,1790,NA,android,7546,1700006411
402,1266,APAC,android,1747,1700007995
403,1411,EU,web,1483,1700005548
404,1999,LATAM,web,6895,1700007251
405,1315,EU,ios,25351,1700006732
406,3702,MEA,android,14230,1700007304
407,1241,EU,ios,14338,1700007278
408,2918,LATAM,web,583,1700006780
409,1220,NA,web,852,1700006568
410,2442,NA,web,13300,1700006204
411,1564,APAC,web,3204,1700008192
412,1337,NA,web,11834,1700008657
413,1078,NA,android,592,1700008453
414,4185,NA,ios,13124,1700007881
415,2063,EU,web,4778,1700007081
416,1936,LATAM,web,5952,1700005912
417,1849,NA,web,4780,1700007687
418,1885,LATAM,web,10750,1700008903
419,2098,EU,android,3533,1700006657
420,2048,NA,web,55825,1700006447
421,1612,MEA,android,9068,1700006769
422,1103,NA,ios,24242,1700008610
423,1552,NA,android,7646,1700008731
424,1420,APAC,web,2117,1700007159
425,1062,NA,web,7724,1700007619
426,5755,APAC,ios,3492,1700008172
427,1049,APAC,web,20766,1700005904
428,5948,NA,ios,1445,1700008259
429,2537,MEA,ios,9674,1700008784
430,3295,APAC,android,3690,1700008592
431,4483,NA,android,12790,1700007964
432,1977,NA,android,6588,1700006299
433,1372,EU,android,4375,1700006564
434,2538,NA,android,479,1700005786
435,1743,EU,android,5550,1700006766
436,3341,APAC,web,7559,1700006582
437,3081,NA,android,1921,1700007021
438,1065,NA,android,5998,1700008723
439,1959,EU,android,5818,1700006507
440,2483,NA,android,9485,1700005817
441,1201,LATAM,android,1520,1700005738
442,2668,NA,web,3215,1700006721
443,1456,NA,web,3097,1700009222
444,1659,MEA,web,10930,1700006163
445,1626,EU,web,9461,1700008498
446,9943,NA,android,3847,1700008668
447,3421,NA,android,4084,1700006368
448,2841,NA,ios,7785,1700007489
449,1093,EU,ios,2572,1700009328
450,1093,APAC,ios,1238,1700006015
451,1182,APAC,android,12728,1700007486
452,1644,MEA,web,9652,1700007532
453,3781,NA,web,8080,1700009140
454,1110,EU,ios,14783,1700008287
455,1838,NA,android,21744,1700009228
456,1321,NA,ios,1799,1700009293
457,2433,EU,web,6604,1700006707
458,1249,EU,ios,6046,1700008605
459,1273,NA,web,4928,1700006529
460,1455,NA,android,19756,1700008206
461,2982,EU,android,4136,1700008050
462,1307,APAC,web,7782,1700009318
463,26860,MEA,android,8103,1700006429
464,1218,APAC,android,2830,1700009161
465,48378,APAC,android,13586,1700006766
466,1205,NA,ios,2280,1700008939
467,2298,EU,web,32488,1700009390
468,4357,EU,web,6553,1700007036
469,1887,NA,ios,1612,1700009400
470,1102,NA,ios,14632,1700006690
471,2793,LATAM,web,20751,1700006536
472,1328,EU,ios,12609,1700007435
473,1142,NA,web,2358,1700008969
474,1273,APAC,android,13840,1700008486
475,1023,MEA,web,49376,1700008491
476,1079,NA,web,6610,1700007496
477,1136,LATAM,web,16303,1700007287
478,1177,APAC,android,10555,1700006411
479,1400,EU,ios,21513,1700006642
480,3378,APAC,web,19181,1700008088
481,1055,NA,android,14218,1700006556
482,1335,NA,android,13615,1700006647
483,1329,APAC,ios,11619,1700008057
484,1126,NA,ios,3072,1700009249
485,6000,NA,web,8004,1700007914
486,1795,NA,web,12395,1700007524
487,3313,NA,web,9670,1700008945
488,1269,EU,ios,4080,1700006717
489,2031,EU,web,5059,1700006539
490,1235,NA,web,6219,1700009451
491,2276,APAC,web,1021,1700009481
492,1849,APAC,web,11215,1700008589
493,2229,NA,web,32271,1700008026
494,4990,LATAM,android,12961,1700009197
495,16448,NA,web,1423,1700007224
496,1098,NA,android,21791,1700009754
497,1049,NA,web,5006,1700008337
498,5573,NA,web,12388,1700008794
499,1844,NA,web,29893,1700008680
500,4320,APAC,ios,14736,1700008437
501,1027,EU,ios,4447,1700006671
502,1416,NA,ios,44166,1700007626
503,4797,EU,ios,4370,1700006941
504,11921,APAC,android,3658,1700007866
505,1242,NA,web,4640,1700009939
506,1435,EU,web,6345,1700009819
507,1127,NA,android,3691,1700008920
508,1021,EU,android,13338,1700009490
509,1166,EU,android,4563,1700009407
510,1022,NA,android,4105,1700009033
511,1739,NA,android,1516,1700007013
512,1261,EU,android,5409,1700010166
513,1189,APAC,ios,3905,1700010210
514,2844,EU,web,40415,1700007715
515,1909,LATAM,android,10417,1700008575
516,1222,APAC,web,5686,1700007127
517,1006,EU,web,22026,1700009524
518,1083,NA,android,31965,1700009402
519,1278,APAC,ios,21426,1700009701
520,1018,LATAM,web,6630,1700009777
521,1026,NA,android,14126,1700007683
522,2225,LATAM,web,10021,1700008015
523,3625,NA,web,3864,1700010109
524,1759,NA,web,39756,1700010381
525,1288,NA,web,12969,1700010311
526,1091,EU,web,9246,1700007328
527,4031,NA,android,5139,1700007413
528,28805,EU,web,4911,1700010032
529,1136,APAC,web,14841,1700009393
530,1481,EU,web,5509,1700009076
531,1166,NA,android,5466,1700007683
532,1013,EU,web,4826,1700007183
533,3312,APAC,ios,4297,1700008312
534,1481,MEA,ios,9303,1700010014
535,1155,APAC,web,5496,1700009961
536,1016,APAC,android,6723,1700008504
537,4232,NA,android,2965,1700009692
538,1083,NA,web,2293,1700009868
539,1122,NA,ios,15068,1700009720
540,1660,EU,android,12565,1700009115
541,2399,NA,web,3123,1700009175
542,12111,NA,ios,4598,1700007896
543,2234,NA,web,6413,1700007511
544,3469,NA,ios,9062,1700010035
545,2428,EU,android,38652,1700008166
546,1538,NA,web,3154,1700010381
547,2180,APAC,android,5860,1700007150
548,3735,NA,web,9038,1700009670
549,1241,NA,web,11834,1700008776
550,9593,APAC,android,3758,1700009807
551,4475,APAC,android,3685,1700010621
552,1128,APAC,ios,4857,1700007918
553,1919,LATAM,android,20215,1700010167
554,12213,NA,web,2416,1700008489
555,1009,APAC,android,22069,1700008132
556,13860,EU,android,9911,1700007618
557,1479,APAC,ios,13103,1700007849
558,3525,NA,android,1833,1700007460
559,1629,APAC,web,7560,1700009086
560,3048,EU,web,3813,1700009317
561,2568,NA,ios,1914,1700010675
562,1068,NA,ios,10173,1700008153
563,2082,APAC,android,6018,1700010777
564,1519,EU,ios,8513,1700010264
565,1516,NA,web,1078,1700009940
566,9984,APAC,web,3405,1700008030
567,1597,EU,web,45935,1700008173
568,1155,EU,android,19916,1700010319
569,1329,NA,android,12489,1700009270
570,2098,NA,android,6643,1700010845
571,1835,EU,web,1116,1700008998
572,1454,NA,web,11527,1700008840
573,11356,EU,android,6131,1700010514
574,1641,NA,android,21516,1700009729
575,1995,NA,web,1951,1700010229
576,1104,EU,android,2248,1700010604
577,1350,APAC,web,6214,1700010564
578,4698,EU,web,10223,1700007950
579,1018,NA,android,1267,1700008186
580,16979,NA,android,9291,1700008375
581,2628,NA,android,15650,1700010824
582,2274,EU,web,9115,1700010794
583,13029,NA,web,3495,1700010120
584,4060,NA,ios,18113,1700010498
585,2054,EU,android,15897,1700008397
586,1272,NA,web,1388,1700009722
587,1092,NA,web,2493,1700011096
588,1226,NA,web,2708,1700008965
589,1872,APAC,web,20599,1700010892
590,1798,NA,web,2417,1700008423
591,1661,EU,web,11281,1700009114
592,1189,NA,web,3438,1700010778
593,1943,APAC,ios,6103,1700008178
594,2144,EU,ios,2770,1700007885
595,2207,EU,web,20412,1700009852
596,3290,EU,web,2505,1700010416
597,1159,NA,android,10091,1700009964
598,1692,EU,web,8548,1700010581
599,1464,APAC,android,1776,1700010962
600,1483,NA,web,9444,1700008831
601,1757,NA,web,7746,1700010394
602,1430,NA,web,4191,1700010776
603,1944,APAC,web,17306,1700009898
604,1081,NA,android,12571,1700009644
605,1393,APAC,android,3377,1700011344
606,1724,EU,android,35882,1700010145
607,4191,EU,web,8026,1700008751
608,2590,EU,ios,17235,1700010003
609,1112,NA,web,1866,1700010665
610,3031,NA,web,5839,1700008332
611,1164,NA,ios,86943,1700008903
612,1076,NA,web,42304,1700010480
613,2102,EU,android,9485,1700009723
614,1136,APAC,ios,1736,1700009115
615,3541,NA,web,19758,1700010254
616,1083,NA,android,8518,1700010214
617,1163,APAC,android,17516,1700011500
618,1630,LATAM,ios,4665,1700010260
619,4701,NA,web,7959,1700011209
620,1849,EU,web,12605,1700009550
621,1618,APAC,ios,34801,1700008752
622,2655,EU,ios,3445,1700011658
623,10678,NA,web,13499,1700010096
624,1200,APAC,ios,4147,1700011353
625,1363,NA,android,6119,1700009452
626,1079,EU,ios,1720,1700009680
627,2078,APAC,ios,3660,1700009692
628,11974,APAC,web,3245,1700011410
629,1575,NA,web,9211,1700008492
630,1647,NA,ios,4477,1700011536
631,1091,APAC,ios,735,1700010164
632,1568,EU,web,9922,1700008739
633,1800,NA,ios,1624,1700008458
634,1134,EU,android,25708,1700010853
635,1014,NA,web,18165,1700010094
636,1903,NA,web,6124,1700008852
637,2980,APAC,web,12209,1700011247
638,2222,NA,web,33570,1700008835
639,1083,NA,web,6746,1700010256
640,4949,EU,android,23524,1700008701
641,1575,APAC,android,1580,1700011506
642,2188,LATAM,ios,5555,1700010103
643,1197,EU,ios,61271,1700011395
644,5179,EU,web,22774,1700011508
645,1201,LATAM,web,14452,1700009159
646,1004,EU,web,7169,1700011692
647,1300,APAC,web,5185,1700011912
648,1699,MEA,web,8625,1700009258
649,1445,EU,ios,15549,1700009476
650,21761,EU,web,11340,1700011988
651,2102,APAC,web,13313,1700009341
652,1632,EU,ios,61276,1700008689
653,1129,NA,web,21369,1700008816
654,1912,NA,android,4268,1700008737
655,7459,EU,web,26362,1700011205
656,6306,APAC,ios,6904,1700011388
657,1200,EU,ios,12999,1700010661
658,1011,EU,ios,8819,1700009977
659,9768,NA,android,2775,1700010921
660,1004,EU,ios,2413,1700009972
661,7584,MEA,ios,9733,1700011746
662,1212,APAC,android,2212,1700012136
663,1020,NA,android,9507,1700010734
664,1698,NA,web,10158,1700011699
665,3277,LATAM,web,6305,1700011701
666,2210,NA,android,23587,1700012232
667,1238,APAC,web,14936,1700008992
668,2175,APAC,ios,12817,1700008857
669,3667,LATAM,android,4987,1700011050
670,4058,LATAM,web,2685,1700009619
671,2603,EU,android,1988,1700008856
672,1619,NA,android,3952,1700011596
673,1655,NA,web,10283,1700012279
674,1231,EU,ios,7357,1700010260
675,1151,APAC,web,5448,1700010415
676,1254,EU,web,3775,1700009197
677,2411,APAC,web,19168,1700012077
678,9074,MEA,android,2458,1700010931
679,1694,NA,android,3831,1700009022
680,1420,APAC,ios,9119,1700011419
681,1073,NA,ios,11107,1700012170
682,1229,APAC,web,2228,1700012062
683,1260,APAC,web,3841,1700009200
684,1393,NA,web,2724,1700012200
685,6172,EU,android,4884,1700009229
686,1130,NA,web,3607,1700011558
687,1415,NA,android,7072,1700009443
688,2454,NA,web,9339,1700009205
689,6716,APAC,ios,6383,1700009297
690,1079,LATAM,web,8138,1700009909
691,1217,NA,android,2732,1700009100
692,1025,LATAM,ios,490,1700012563
693,1710,MEA,ios,3541,1700009734
694,1853,LATAM,web,5104,1700011642
695,2022,EU,android,4251,1700010844
696,1289,NA,ios,5679,1700012153
697,3666,NA,android,4234,1700012155
698,1564,NA,web,1762,1700009103
699,1730,APAC,ios,5858,1700012480
700,1388,NA,android,3539,1700011611
701,3117,APAC,android,9933,1700010804
702,1155,EU,android,2209,1700011141
703,1155,NA,web,7125,1700012068
704,1489,EU,web,3753,1700012006
705,2948,MEA,web,1248,1700012342
706,1411,LATAM,web,7234,1700010740
707,3371,EU,android,1225,1700009328
708,1166,APAC,web,9958,1700010797
709,2202,EU,web,4344,1700011468
710,1662,NA,android,2325,1700012767
711,2134,APAC,ios,6014,1700010864
712,2926,EU,web,15356,1700009622
713,1219,NA,android,6665,1700012380
714,1968,NA,web,29607,1700011569
715,2921,EU,web,51182,1700012118
716,1388,NA,android,10588,1700011597
717,1273,NA,web,9707,1700012320
718,1547,LATAM,web,27437,1700011509
719,1124,NA,web,4345,1700011960
720,1627,EU,web,8918,1700009619
721,2098,EU,ios,7356,1700011631
722,1123,NA,web,3781,1700012084
723,1049,LATAM,web,12086,1700011387
724,1159,EU,ios,4759,1700009613
725,1370,LATAM,web,7952,1700011437
726,6163,EU,web,17483,1700012483
727,6824,APAC,android,5428,1700010539
728,1681,NA,web,59303,1700011591
729,1074,NA,ios,14009,1700010495
730,1790,EU,android,31884,1700012628
731,2018,APAC,android,4447,1700010186
732,2958,APAC,ios,7792,1700011973
733,1498,MEA,web,4780,1700011051
734,1443,NA,web,21775,1700011776
735,1181,APAC,android,5829,1700011995
736,1012,APAC,android,3506,1700012936
737,1250,LATAM,web,8037,1700009735
738,1531,LATAM,web,3238,1700010643
739,3156,LATAM,android,2334,1700012570
740,1311,LATAM,android,6326,1700012976
741,5171,APAC,ios,8228,1700009954
742,2843,LATAM,web,17743,1700013200
743,1093,APAC,android,34881,1700012255
744,2819,NA,ios,5136,1700010284
745,1314,APAC,android,9564,1700011510
746,2623,EU,android,7576,1700010304
747,1103,NA,web,1482,1700010059
