operation,key,customer_id,amount_cents
I,492,16592,18077
I,493,5966,3673
I,494,72530,19245
I,495,91412,8375
I,496,83607,49434
I,497,64341,6823
I,498,1608,37721
I,499,37269,30862
I,500,62747,28966
I,501,44658,12182
I,502,6735,16646
I,503,62617,7576
I,504,8565,26360
I,505,64455,4955
I,506,75632,41351
I,507,89975,3613
I,508,19888,9877
I,509,73773,20012
I,510,11165,16365
I,511,15526,36673
I,512,54549,39835
I,513,78136,40628
I,514,29582,34347
I,515,49857,29624
I,516,58029,19587
I,517,77140,28203
I,518,40027,37365
I,519,81400,4047
I,520,79906,48602
I,521,13007,13717
I,522,81988,13929
I,523,34688,43381
I,524,10642,10392
I,525,31440,11491
I,526,72351,5019
I,527,20518,275
I,528,53546,29624
I,529,90358,39016
I,530,61593,19187
I,531,4279,15270
I,532,37763,46431
I,533,37057,46170
I,534,59511,4764
I,535,90097,15397
I,536,34676,41063
I,537,77305,43431
I,538,25929,27961
I,539,15044,35788
I,540,29467,42543
I,541,19529,17508
I,542,18644,4779
I,543,7817,10973
I,544,40320,39096
I,545,98168,37403
I,546,37829,28880
I,547,16300,30816
I,548,90267,20028
I,549,91716,26478
I,550,35684,32898
I,551,70777,32461
I,552,57378,5371
I,553,78386,2712
I,554,56627,48238
I,555,42248,39664
I,556,32817,1795
I,557,11971,15102
I,558,88382,37796
I,559,76956,1459
I,560,88118,17762
I,561,75530,2736
I,562,99126,11581
I,563,61670,34110
I,564,85395,29081
I,565,36459,11994
I,566,76721,28666
I,567,83203,32325
I,568,11960,30902
I,569,45608,26861
I,570,43688,21140
I,571,87836,6955
I,572,21080,21714
I,573,53956,45560
I,574,64943,18988
I,575,86847,26344
I,576,99681,36151
I,577,4810,29907
I,578,11543,20712
I,579,33083,21286
I,580,15195,26588
I,581,67450,175
I,582,86201,35659
I,583,60553,27182
I,584,7105,12393
I,585,67953,23809
I,586,81610,49674
I,587,65339,41086
I,588,57940,49906
I,589,6765,13440
I,590,35004,36093
I,591,17173,18976
I,592,57425,45860
I,593,63533,8057
I,594,3784,41389
I,595,79807,15782
I,596,93033,10479
I,597,40731,36199
I,598,1793,36292
I,599,53477,6208
I,600,29452,7535
I,601,60483,7798
I,602,84897,10190
I,603,65324,47063
I,604,38255,33449
I,605,92460,18019
I,606,54460,31721
I,607,61895,16073
I,608,59872,36227
I,609,18959,25238
I,610,24984,39380
I,611,66617,49009
I,612,17893,4675
I,613,36209,27293
I,614,44549,33375
I,615,35019,268
I,616,37073,47682
I,617,39133,38565
I,618,76012,43349
I,619,64179,9838
I,620,58530,35396
I,621,63484,22718
I,622,43574,36270
I,623,99992,35714
I,624,49442,29941
I,625,42177,12463
I,626,91423,15750
I,627,74947,25198
I,628,30614,27020
I,629,5721,20952
I,630,97610,31096
I,631,92436,25084
I,632,50605,43595
I,633,85462,10068
I,634,64924,2526
I,635,16548,33018
I,636,77357,21857
I,637,13155,28955
I,638,13070,34568
I,639,59891,1105
I,640,94693,9547
I,641,53737,43011
I,642,20233,5003
I,643,61538,17468
I,644,44376,40945
I,645,90795,26149
I,646,85176,5363
I,647,43066,44294
I,648,69943,25004
I,649,41506,41177
I,650,94204,49868
I,651,63957,35556
I,652,4706,40565
I,653,8969,15485
I,654,82728,44952
I,655,37668,15008
I,656,97881,6023
I,657,56882,6551
I,658,99664,41633
I,659,92261,6686
I,660,58154,11002
I,661,90965,19725
I,662,3795,3114
I,663,42517,3777
I,664,38453,23592
I,665,49132,28325
I,666,19081,16103
I,667,69622,27104
I,668,74178,44782
I,669,23601,11240
I,670,22947,5275
I,671,79888,25170
I,672,81227,44869
I,673,31567,32715
I,674,76436,9479
I,675,30434,30321
I,676,83612,16744
I,677,60237,16833
I,678,87405,715
I,679,60982,18950
I,680,88816,35921
I,681,20707,4940
I,682,57899,22746
I,683,77015,19705
I,684,83747,27907
I,685,90481,16490
I,686,59879,19899
I,687,26112,25311
I,688,63336,7089
I,689,31092,25093
I,690,74964,23624
I,691,75342,19490
I,692,91656,19448
I,693,2876,43237
I,694,51880,18088
I,695,1062,37188
I,696,89890,48902
I,697,6429,39841
I,698,97672,32653
I,699,37513,15181
I,700,79570,23189
I,701,28706,41821
I,702,24921,40790
I,703,32851,44517
I,704,99036,47346
I,705,86401,44720
I,706,17928,41272
I,707,12736,41221
I,708,84718,2683
I,709,40493,28989
I,710,4374,38082
I,711,47824,48095
I,712,17225,6006
I,713,38681,21511
I,714,97974,27330
I,715,23022,13259
I,716,17323,35450
I,717,47954,34889
I,718,65772,17960
I,719,21568,16940
I,720,63157,19442
I,721,97854,22298
I,722,15096,30792
I,723,9870,9324
I,724,98849,14885
I,725,88648,47562
I,726,88396,26144
I,727,73049,24071
I,728,11837,25958
I,729,1825,17431
I,730,70330,8199
I,731,59610,24255
I,732,88189,49187
I,733,88126,17281
I,734,76620,25070
I,735,83696,24444
I,736,14202,44326
I,737,30648,30998
I,738,3281,40702
I,739,73585,21596
I,740,79965,14607
I,741,84890,4242
I,742,83284,30526
I,743,91892,19904
I,744,85098,26858
I,745,15293,9260
I,746,5944,2538
I,747,39894,32384
I,748,15221,6469
I,749,30776,35328
I,750,17782,25570
I,751,59460,24414
I,752,87882,48802
I,753,91290,35502
I,754,54936,38591
I,755,97291,47718
I,756,20254,27289
I,757,85842,6589
I,758,64140,40447
I,759,53493,18433
I,760,4289,45338
I,761,48567,14338
I,762,58116,29243
I,763,30948,23868
I,764,13023,45036
I,765,48148,35782
I,766,84519,23606
I,767,7937,26192
I,768,36161,12539
I,769,16012,29900
I,770,12016,43535
I,771,27802,42154
I,772,83820,39234
I,773,2800,3414
I,774,43714,16062
I,775,16506,37100
I,776,26897,4596
I,777,72642,13676
I,778,76859,14252
I,779,30540,21632
I,780,19341,39158
I,781,372,18271
I,782,18965,8619
I,783,70808,16526
I,784,22872,7304
I,785,86647,1789
I,786,17276,1073
I,787,46956,15693
I,788,77183,21318
I,789,2069,11519
I,790,34783,3534
I,791,16615,48709
I,792,55177,34577
I,793,14897,48967
I,794,8331,31311
I,795,58757,23826
I,796,67272,39006
I,797,14294,29722
I,798,66040,14619
I,799,80624,2941
I,800,95322,43281
I,801,68348,19867
I,802,60037,42261
I,803,4083,4086
I,804,62782,26420
I,805,55873,45064
I,806,14151,32230
I,807,93376,29169
I,808,9633,5394
I,809,42220,39965
I,810,19443,4404
I,811,16541,18123
I,812,81831,41589
I,813,76725,36037
I,814,93344,21411
I,815,49926,39250
I,816,69542,19426
I,817,59470,33231
I,818,79355,28293
I,819,13000,46091
I,820,14997,43007
I,821,85317,36232
I,822,94482,14191
I,823,56371,29693
I,824,29950,27219
I,825,44425,29820
I,826,52263,27362
I,827,95632,6331
I,828,40967,28068
I,829,40964,43688
I,830,33409,24630
I,831,20007,45111
I,832,62164,4499
I,833,11958,5694
I,834,12220,28403
I,835,12657,48897
I,836,96836,24521
I,837,17055,36562
I,838,7862,38534
I,839,73609,36910
I,840,43208,44009
I,841,16022,27022
I,842,46347,43703
I,843,98342,27817
I,844,94511,3471
I,845,37701,39448
I,846,40954,23145
I,847,13580,37974
I,848,66508,14042
I,849,20281,43139
I,850,63202,14796
I,851,14185,23045
I,852,72911,24188
I,853,15059,18356
I,854,75249,14921
I,855,56245,36863
I,856,81491,40311
I,857,88471,42219
I,858,72973,1820
I,859,79823,43211
I,860,90895,17627
I,861,3795,11923
I,862,35819,46152
I,863,99931,20349
I,864,44542,23104
I,865,801,11988
I,866,18777,37214
I,867,86160,26365
I,868,9121,9397
I,869,97121,41595
I,870,4019,6113
I,871,97795,34865
I,872,28198,24754
I,873,55029,29830
I,874,44682,10415
I,875,48504,20523
I,876,94582,21358
I,877,74396,39174
I,878,11136,3547
I,879,20393,10416
I,880,98886,40590
I,881,6523,44269
I,882,10694,17932
I,883,58080,43480
I,884,55577,31928
I,885,79571,29069
I,886,54288,18002
I,887,28256,49575
I,888,67155,7559
I,889,45243,28274
I,890,14535,18662
I,891,88896,44565
I,892,77744,31991
I,893,69067,43821
I,894,40426,3076
I,895,28904,26003
I,896,78555,3690
I,897,1008,13497
I,898,39508,13943
I,899,17988,16845
I,900,37939,21603
I,901,15727,606
I,902,65194,49056
I,903,56447,11614
I,904,16933,25017
I,905,69807,46215
I,906,30162,32885
I,907,73234,43881
I,908,46422,4823
I,909,52045,48730
I,910,5545,28688
I,911,2457,30230
I,912,10206,20616
I,913,75466,28233
I,914,75157,26604
I,915,92996,42052
I,916,54748,19073
I,917,15097,26644
I,918,2734,21384
I,919,22528,40609
I,920,60306,45294
I,921,47429,5875
I,922,57241,7037
I,923,31892,28652
I,924,77185,26343
I,925,68677,5254
I,926,51874,20434
I,927,97755,22350
I,928,29042,21927
I,929,22038,5105
I,930,66911,41599
I,931,14946,34873
I,932,66841,12807
I,933,45794,23109
I,934,95340,42399
I,935,19359,15584
I,936,13475,9697
I,937,33551,13028
I,938,22741,39578
I,939,20037,49921
I,940,99504,43059
I,941,9877,11709
I,942,82307,32482
I,943,60812,49543
I,944,73890,49899
I,945,75953,29519
I,946,89278,37094
I,947,84279,41734
I,948,81858,21281
I,949,82211,20818
I,950,19787,28920
I,951,8951,30831
I,952,57962,41478
I,953,39692,18101
I,954,77519,3781
I,955,46130,33348
I,956,9725,20442
I,957,60522,29716
I,958,4930,3828
I,959,48332,18913
I,960,10058,42348
I,961,11836,40405
I,962,77868,33331
I,963,50395,30424
I,964,76065,36427
I,965,96852,2788
I,966,58948,37564
I,967,85438,12436
I,968,42144,39749
I,969,62342,32957
I,970,19774,4154
I,971,59051,6883
I,972,45016,46913
I,973,11054,33166
I,974,84690,11408
I,975,5131,16336
I,976,92750,28788
I,977,57596,34445
I,978,68518,40064
I,979,20808,23948
I,980,48871,18639
I,981,50780,26889
I,982,44351,44592
I,983,78367,3531
I,984,82692,42521
I,985,43864,4419
I,986,43214,6293
I,987,73134,44558
I,988,50668,18721
I,989,33030,47530
I,990,86058,39598
I,991,19710,21947
I,992,10683,38290
I,993,86981,9368
I,994,45852,20431
I,995,85991,45875
I,996,86788,25787
I,997,16902,39096
I,998,92909,5652
I,999,40578,36729
I,1000,49373,42271
I,1001,43055,8475
I,1002,87834,46160
I,1003,96833,45019
I,1004,68996,6224
I,1005,84676,44039
I,1006,55497,33424
I,1007,47426,1294
I,1008,47527,20341
I,1009,23628,14137
I,1010,44792,31968
I,1011,25167,14946
I,1012,18031,10254
I,1013,10115,19485
I,1014,13257,33371
I,1015,70749,48507
I,1016,69014,2573
I,1017,86761,22170
I,1018,81007,8688
I,1019,78283,24788
I,1020,20219,10733
I,1021,23704,45506
I,1022,81886,10948
I,1023,94527,28783
I,1024,5727,27026
I,1025,47750,44426
I,1026,94318,15666
I,1027,58223,40115
I,1028,37347,49408
I,1029,98113,29520
I,1030,30672,35096
I,1031,31349,20381
I,1032,61475,12815
I,1033,48214,44553
I,1034,74767,28974
I,1035,60514,18566
I,1036,50053,33058
I,1037,69136,27537
I,1038,21242,13187
I,1039,79255,9170
I,1040,32769,3519
I,1041,84041,31595
I,1042,48656,36442
I,1043,13447,46722
I,1044,67622,8270
I,1045,37364,5596
I,1046,21013,17977
I,1047,58894,33743
I,1048,19314,28770
I,1049,12022,14651
I,1050,59131,23010
I,1051,3496,27290
I,1052,6981,26082
I,1053,65800,24607
I,1054,30904,25407
I,1055,10697,24670
I,1056,29431,1947
I,1057,41771,6593
I,1058,93678,42695
I,1059,43948,9671
I,1060,18036,2610
I,1061,37602,31062
I,1062,91236,9195
I,1063,99463,46338
I,1064,61488,29499
I,1065,80655,444
I,1066,10385,1345
I,1067,33545,14233
I,1068,19598,36066
I,1069,95321,40003
I,1070,69177,27838
I,1071,14574,18981
I,1072,31148,19836
I,1073,15971,3229
I,1074,31253,27613
I,1075,83749,40916
I,1076,59915,4216
I,1077,14531,32856
I,1078,78216,35230
I,1079,2155,41515
I,1080,67552,37786
I,1081,31712,47190
I,1082,18819,19188
I,1083,56262,202
I,1084,80585,23222
I,1085,31532,37499
I,1086,54601,12375
I,1087,87081,43892
I,1088,11222,34407
I,1089,47266,4535
I,1090,68952,35756
I,1091,66497,33367
I,1092,72634,1432
I,1093,51178,30910
I,1094,5707,41759
I,1095,50710,24564
I,1096,33247,49076
I,1097,2129,23502
I,1098,8856,22696
I,1099,31605,48134
I,1100,86128,41273
I,1101,13588,38235
I,1102,96363,49689
I,1103,43584,8843
I,1104,5812,23188
I,1105,71568,22287
I,1106,84253,11574
I,1107,89743,30549
I,1108,91147,31461
I,1109,82803,12045
I,1110,17676,4235
I,1111,93854,30094
I,1112,4848,19331
I,1113,26423,2970
I,1114,26145,2846
I,1115,41366,20421
I,1116,67553,26198
I,1117,71177,31124
I,1118,33203,2499
I,1119,98736,42495
I,1120,25049,18850
I,1121,46790,3232
I,1122,85949,21853
I,1123,35812,8257
I,1124,48238,28736
I,1125,52432,48813
I,1126,57638,25439
I,1127,44439,12343
I,1128,65039,45455
I,1129,65212,24174
I,1130,68063,17579
I,1131,10829,47750
I,1132,55641,5272
I,1133,56441,39582
I,1134,23653,35848
I,1135,38505,21150
I,1136,13448,5347
I,1137,42982,43414
I,1138,38751,20186
I,1139,58448,39593
I,1140,94066,28025
I,1141,21843,45304
I,1142,58184,23138
I,1143,58607,2875
I,1144,95266,23205
I,1145,80590,28604
I,1146,35987,42008
I,1147,7519,5017
I,1148,87974,41880
I,1149,53243,23909
I,1150,67252,49245
I,1151,89052,10584
I,1152,4082,9457
I,1153,79636,44539
I,1154,57433,2380
I,1155,16546,4506
I,1156,30933,42381
I,1157,48016,23833
I,1158,50182,37274
I,1159,4245,39755
I,1160,20112,44603
I,1161,58973,24411
I,1162,48761,29194
I,1163,10078,37712
I,1164,18048,34798
I,1165,48097,26185
I,1166,41208,42669
I,1167,36529,16458
I,1168,14870,1798
I,1169,96427,12292
I,1170,65411,34030
I,1171,50724,36909
I,1172,15436,17255
I,1173,34117,46239
I,1174,58494,14162
I,1175,80200,18815
I,1176,90962,32291
I,1177,26238,8137
I,1178,17791,4953
I,1179,59251,11415
I,1180,93503,29270
I,1181,11507,44790
I,1182,41890,43867
I,1183,45538,46600
I,1184,8512,36144
I,1185,71064,19129
I,1186,39316,10422
I,1187,93299,46601
I,1188,91780,41892
I,1189,22819,23790
I,1190,66684,14795
I,1191,15908,13271
I,1192,18203,15614
I,1193,64753,1822
I,1194,47304,36408
I,1195,75010,24276
I,1196,61264,36252
I,1197,17010,40204
I,1198,11301,4408
I,1199,40540,26193
I,1200,93970,47211
I,1201,62740,34551
I,1202,53844,26932
I,1203,75354,4933
I,1204,16427,20876
I,1205,84193,4960
I,1206,58980,30628
I,1207,89144,34005
I,1208,45157,8510
I,1209,72261,42029
I,1210,77043,12025
I,1211,16913,28452
I,1212,65912,3731
I,1213,16275,34054
I,1214,20057,20031
I,1215,21582,10714
I,1216,42292,46586
I,1217,29553,22776
I,1218,68013,18715
I,1219,10337,16523
I,1220,25730,41719
I,1221,72200,18086
I,1222,16407,41061
I,1223,39692,40367
I,1224,69925,6222
I,1225,65874,42107
I,1226,22104,38884
I,1227,76107,10205
I,1228,22440,43270
I,1229,81852,47327
I,1230,79317,22226
I,1231,73875,2799
I,1232,3719,5423
I,1233,5959,42138
I,1234,75599,17444
I,1235,85345,13915
I,1236,74992,27401
I,1237,81017,41976
I,1238,3970,32739
I,1239,82204,35854
I,1240,37968,42168
I,1241,39597,31750
I,1242,32097,44991
I,1243,53228,19592
I,1244,59447,4882
I,1245,90258,4026
I,1246,20720,28909
I,1247,54477,31835
I,1248,60876,13470
I,1249,44590,39858
I,1250,18831,20585
I,1251,94158,21026
I,1252,96234,22734
I,1253,52261,8669
I,1254,99702,24383
I,1255,67500,36908
I,1256,13918,21013
I,1257,31686,30670
I,1258,16060,17629
I,1259,58930,16347
I,1260,18466,6444
I,1261,6633,19119
I,1262,50352,40429
I,1263,54806,16370
I,1264,20933,21558
I,1265,75719,47359
I,1266,40989,12540
I,1267,20886,32754
I,1268,67467,30693
I,1269,65374,20320
I,1270,65192,1618
I,1271,11803,25871
I,1272,66250,30065
I,1273,31553,14199
I,1274,76461,23227
I,1275,6378,3412
I,1276,36878,32533
I,1277,78318,42977
I,1278,88149,30940
I,1279,37454,35272
I,1280,1072,7144
I,1281,56483,8877
I,1282,34665,47777
I,1283,47944,26527
I,1284,47965,3065
I,1285,52506,3452
I,1286,74748,36919
I,1287,25514,23858
I,1288,72513,19013
I,1289,9638,25419
I,1290,66094,29614
I,1291,72071,18431
I,1292,81690,44690
I,1293,80091,7886
I,1294,16865,6436
I,1295,51630,24557
I,1296,44445,36658
I,1297,47921,49577
I,1298,18910,13145
I,1299,78967,33465
I,1300,52611,32873
I,1301,5277,3069
I,1302,5101,9080
I,1303,93532,21926
I,1304,62095,34134
I,1305,59899,9860
I,1306,79464,33884
I,1307,18322,21593
I,1308,80357,20975
I,1309,21300,25852
I,1310,80806,48552
I,1311,39222,39010
I,1312,44090,33347
I,1313,66810,34987
I,1314,64206,46547
I,1315,73784,19747
I,1316,62246,1190
I,1317,48282,21808
I,1318,88318,7283
I,1319,54597,38353
I,1320,40328,47634
I,1321,90184,41339
I,1322,3493,39219
I,1323,62206,17501
I,1324,85930,38010
I,1325,75712,15012
I,1326,94556,3465
I,1327,76484,31586
I,1328,22350,34456
I,1329,82448,47363
I,1330,81231,25016
I,1331,19370,44712
I,1332,31746,2169
I,1333,75048,46009
I,1334,14405,12603
I,1335,2483,29003
I,1336,41117,27545
I,1337,19849,27163
I,1338,90506,13462
I,1339,53789,32987
I,1340,80148,31007
I,1341,96448,47771
I,1342,8164,46353
I,1343,18099,34092
I,1344,27177,36858
I,1345,42605,43499
I,1346,62702,34537
I,1347,49392,20662
I,1348,22700,30224
I,1349,69879,22534
I,1350,71602,23318
I,1351,88588,47346
I,1352,89227,42259
I,1353,90874,17425
I,1354,79964,31831
I,1355,25201,16255
I,1356,36570,36674
I,1357,39125,14836
I,1358,39009,19040
I,1359,92393,13684
I,1360,90472,46302
I,1361,64095,20877
I,1362,62889,22959
